Mod:Item:MetaData, Localized Name
securitycraft:keypad_frame, Frame
securitycraft:claymore, Claymore
securitycraft:keypad_furnace, Password-protected Furnace
securitycraft:security_camera, Security Camera
securitycraft:reinforced_stairs_oak, Reinforced Oak Stairs
securitycraft:reinforced_stairs_spruce, Reinforced Spruce Stairs
securitycraft:reinforced_stairs_cobblestone, Reinforced Cobblestone Stairs
securitycraft:reinforced_stairs_sandstone, Reinforced Sandstone Stairs
securitycraft:reinforced_stairs_birch, Reinforced Birch Stairs
securitycraft:reinforced_stairs_jungle, Reinforced Jungle Stairs
securitycraft:reinforced_stairs_acacia, Reinforced Acacia Stairs
securitycraft:reinforced_stairs_darkoak, Reinforced Dark Oak Stairs
securitycraft:reinforced_stairs_stone, Reinforced Stone Stairs
securitycraft:electrified_iron_fence, Electrified Iron Fence
securitycraft:ims, Intelligent Munitions System 
securitycraft:reinforced_glass_block, Reinforced Glass
securitycraft:reinforced_stained_glass:0, Reinforced White Stained Glass
securitycraft:reinforced_stained_glass:1, Reinforced Orange Stained Glass
securitycraft:reinforced_stained_glass:2, Reinforced Magenta Stained Glass
securitycraft:reinforced_stained_glass:3, Reinforced Light Blue Stained Glass
securitycraft:reinforced_stained_glass:4, Reinforced Yellow Stained Glass
securitycraft:reinforced_stained_glass:5, Reinforced Lime Stained Glass
securitycraft:reinforced_stained_glass:6, Reinforced Pink Stained Glass
securitycraft:reinforced_stained_glass:7, Reinforced Gray Stained Glass
securitycraft:reinforced_stained_glass:8, Reinforced Light Stained Glass
securitycraft:reinforced_stained_glass:9, Reinforced Cyan Stained Glass
securitycraft:reinforced_stained_glass:10, Reinforced Purple Stained Glass
securitycraft:reinforced_stained_glass:11, Reinforced Blue Stained Glass
securitycraft:reinforced_stained_glass:12, Reinforced Brown Stained Glass
securitycraft:reinforced_stained_glass:13, Reinforced Green Stained Glass
securitycraft:reinforced_stained_glass:14, Reinforced Red Stained Glass
securitycraft:reinforced_stained_glass:15, Reinforced Black Stained Glass
securitycraft:reinforced_wood_slabs:0, Reinforced Oak Wood Slab
securitycraft:reinforced_wood_slabs:1, Reinforced Spruce Wood Slab
securitycraft:reinforced_wood_slabs:2, Reinforced Birch Wood Slab
securitycraft:reinforced_wood_slabs:3, Reinforced Jungle Wood Slab
securitycraft:reinforced_wood_slabs:4, Reinforced Acacia Wood Slab
securitycraft:reinforced_wood_slabs:5, Reinforced Dark Oak Wood Slab
securitycraft:reinforced_stone_slabs:0, Reinforced Stone Slab
securitycraft:reinforced_stone_slabs:1, Reinforced Cobblestone Slab
securitycraft:reinforced_stone_slabs:2, Reinforced Sandstone Slab
securitycraft:reinforced_stone_slabs:3, Reinforced Stone Bricks Slab
securitycraft:reinforced_stone_slabs:4, Reinforced Brick Slab
securitycraft:reinforced_stone_slabs:5, Reinforced Nether Brick Slab
securitycraft:reinforced_stone_slabs:6, Reinforced Quartz Slab
securitycraft:protecto, Protecto
securitycraft:reinforced_stone_brick:0, Reinforced Stone Bricks
securitycraft:reinforced_stone_brick:1, Reinforced Mossy Stone Bricks
securitycraft:reinforced_stone_brick:2, Reinforced Cracked Stone Bricks
securitycraft:reinforced_stone_brick:3, Reinforced Chiseled Stone Bricks
securitycraft:reinforced_stairs_stone_brick, Reinforced Stone Brick Stairs
securitycraft:reinforced_mossy_cobblestone, Reinforced Mossy Cobblestone
securitycraft:reinforced_brick, Reinforced Bricks
securitycraft:reinforced_stairs_brick, Reinforced Brick Stairs
securitycraft:reinforced_nether_brick, Reinforced Nether Brick
securitycraft:reinforced_stairs_nether_brick, Reinforced Nether Brick Stairs
securitycraft:reinforced_hardened_clay, Reinforced Terracotta
securitycraft:reinforced_stained_hardened_clay:0, Reinforced White Terracotta
securitycraft:reinforced_stained_hardened_clay:1, Reinforced Orange Terracotta
securitycraft:reinforced_stained_hardened_clay:2, Reinforced Magenta Terracotta
securitycraft:reinforced_stained_hardened_clay:3, Reinforced Light Blue Terracotta
securitycraft:reinforced_stained_hardened_clay:4, Reinforced Yellow Terracotta
securitycraft:reinforced_stained_hardened_clay:5, Reinforced Lime Terracotta
securitycraft:reinforced_stained_hardened_clay:6, Reinforced Pink Terracotta
securitycraft:reinforced_stained_hardened_clay:7, Reinforced Gray Terracotta
securitycraft:reinforced_stained_hardened_clay:8, Reinforced Light Gray Terracotta
securitycraft:reinforced_stained_hardened_clay:9, Reinforced Cyan Terracotta
securitycraft:reinforced_stained_hardened_clay:10, Reinforced Purple Terracotta
securitycraft:reinforced_stained_hardened_clay:11, Reinforced Blue Terracotta
securitycraft:reinforced_stained_hardened_clay:12, Reinforced Brown Terracotta
securitycraft:reinforced_stained_hardened_clay:13, Reinforced Green Terracotta
securitycraft:reinforced_stained_hardened_clay:14, Reinforced Red Terracotta
securitycraft:reinforced_stained_hardened_clay:15, Reinforced Black Terracotta
securitycraft:reinforced_logs:0, Reinforced Oak Wood
securitycraft:reinforced_logs:1, Reinforced Spruce Wood
securitycraft:reinforced_logs:2, Reinforced Birch Wood
securitycraft:reinforced_logs:3, Reinforced Jungle Wood
securitycraft:reinforced_logs2:0, Reinforced Acacia Wood
securitycraft:reinforced_logs2:1, Reinforced Dark Oak Wood
securitycraft:reinforced_metals:0, Reinforced Block of Gold
securitycraft:reinforced_metals:1, Reinforced Block of Iron
securitycraft:reinforced_metals:2, Reinforced Block of Diamond
securitycraft:reinforced_metals:3, Reinforced Block of Emerald
securitycraft:reinforced_compressed_blocks:0, Reinforced Lapis Lazuli Block
securitycraft:reinforced_compressed_blocks:1, Reinforced Block of Coal
securitycraft:reinforced_wool:0, Reinforced Wool
securitycraft:reinforced_wool:1, Reinforced Orange Wool
securitycraft:reinforced_wool:2, Reinforced Magenta Wool
securitycraft:reinforced_wool:3, Reinforced Light Blue Wool
securitycraft:reinforced_wool:4, Reinforced Yellow Wool
securitycraft:reinforced_wool:5, Reinforced Lime Wool
securitycraft:reinforced_wool:6, Reinforced Pink Wool
securitycraft:reinforced_wool:7, Reinforced Gray Wool
securitycraft:reinforced_wool:8, Reinforced Light Gray Wool
securitycraft:reinforced_wool:9, Reinforced Cyan Wool
securitycraft:reinforced_wool:10, Reinforced Purple Wool
securitycraft:reinforced_wool:11, Reinforced Blue Wool
securitycraft:reinforced_wool:12, Reinforced Brown Wool
securitycraft:reinforced_wool:13, Reinforced Green Wool
securitycraft:reinforced_wool:14, Reinforced Red Wool
securitycraft:reinforced_wool:15, Reinforced Black Wool
securitycraft:reinforced_quartz:0, Reinforced Block of Quartz
securitycraft:reinforced_quartz:1, Reinforced Chiseled Quartz Block
securitycraft:reinforced_quartz:2, Reinforced Pillar Quartz Block
securitycraft:reinforced_stairs_quartz, Reinforced Quartz Stairs
securitycraft:reinforced_prismarine:0, Reinforced Prismarine
securitycraft:reinforced_prismarine:1, Reinforced Prismarine Bricks
securitycraft:reinforced_prismarine:2, Reinforced Dark Prismarine
securitycraft:reinforced_red_sandstone:0, Reinforced Red Sandstone
securitycraft:reinforced_red_sandstone:1, Reinforced Chiseled Red Sandstone
securitycraft:reinforced_red_sandstone:2, Reinforced Smooth Red Sandstone
securitycraft:reinforced_stairs_red_sandstone, Reinforced Red Sandstone Stairs
securitycraft:reinforced_stone_slabs2:0, Reinforced Red Sandstone Slab
securitycraft:reinforced_stone_slabs2:1, Reinforced Purpur Slab
securitycraft:reinforced_end_stone_bricks, Reinforced End Stone Bricks
securitycraft:reinforced_red_nether_brick, Reinforced Red Nether Brick
securitycraft:reinforced_purpur:0, Reinforced Purpur Block
securitycraft:reinforced_purpur:1, Reinforced Purpur Pillar
securitycraft:reinforced_stairs_purpur, Reinforced Purpur Stairs
securitycraft:reinforced_concrete:0, Reinforced Concrete
securitycraft:reinforced_concrete:1, Reinforced Orange Concrete
securitycraft:reinforced_concrete:2, Reinforced Magenta Concrete
securitycraft:reinforced_concrete:3, Reinforced Light Blue Concrete
securitycraft:reinforced_concrete:4, Reinforced Yellow Concrete
securitycraft:reinforced_concrete:5, Reinforced Lime Concrete
securitycraft:reinforced_concrete:6, Reinforced Pink Concrete
securitycraft:reinforced_concrete:7, Reinforced Gray Concrete
securitycraft:reinforced_concrete:8, Reinforced Light Gray Concrete
securitycraft:reinforced_concrete:9, Reinforced Cyan Concrete
securitycraft:reinforced_concrete:10, Reinforced Purple Concrete
securitycraft:reinforced_concrete:11, Reinforced Blue Concrete
securitycraft:reinforced_concrete:12, Reinforced Brown Concrete
securitycraft:reinforced_concrete:13, Reinforced Green Concrete
securitycraft:reinforced_concrete:14, Reinforced Red Concrete
securitycraft:reinforced_concrete:15, Reinforced Black Concrete
securitycraft:codebreaker, Codebreaker
securitycraft:door_indestructible_iron_item, Reinforced Iron Door
securitycraft:scanner_door_item, Scanner Door
securitycraft:universal_block_remover, Universal Block Remover
securitycraft:keycard_lv1, Level 1 Keycard
securitycraft:keycard_lv2, Level 2 Keycard
securitycraft:keycard_lv3, Level 3 Keycard
securitycraft:keycard_lv4, Level 4 Keycard
securitycraft:keycard_lv5, Level 5 Keycard
securitycraft:limited_use_keycard, Limited Use Keycard
securitycraft:remote_access_mine, Mine Remote Access Tool
securitycraft:bucket_f_water, Bucket Of Fake Water
securitycraft:bucket_f_lava, Bucket Of Fake Lava
securitycraft:universal_block_modifier, Universal Block Modifier
securitycraft:redstone_module, Redstone Module
securitycraft:whitelist_module, Whitelist Module
securitycraft:blacklist_module, Blacklist Module
securitycraft:harming_module, Harming Module
securitycraft:smart_module, Smart Module
securitycraft:storage_module, Storage Module
securitycraft:disguise_module, Disguise Module
securitycraft:wire_cutters, Wire Cutters
securitycraft:admin_tool, Admin Tool
securitycraft:keypad_item, Key Panel
securitycraft:camera_monitor, Camera Monitor
securitycraft:taser, Taser
securitycraft:sc_manual, SecurityCraft Manual
securitycraft:universal_owner_changer, Universal Owner Changer
securitycraft:universal_block_reinforcer_lvl1, Universal Block Reinforcer (LvL1)
securitycraft:universal_block_reinforcer_lvl2, Universal Block Reinforcer (LvL2)
securitycraft:universal_block_reinforcer_lvl3, Universal Block Reinforcer (LvL3)
securitycraft:briefcase, Briefcase
securitycraft:universal_key_changer, Universal Key Changer
ae2stuff:encoder, Pattern Encoder
ae2stuff:grower, Crystal Growth Chamber
ae2stuff:inscriber, Advanced Inscriber
ae2stuff:wireless, Wireless Connector
ae2stuff:wireless_kit, Wireless Setup Kit
ae2stuff:visualiser, Network Visualisation Tool
biomesoplenty:grass:0, Spectral Moss
biomesoplenty:grass:1, Overgrown Stone
biomesoplenty:grass:2, Loamy Grass Block
biomesoplenty:grass:3, Sandy Grass Block
biomesoplenty:grass:4, Silty Grass Block
biomesoplenty:grass:5, Origin Grass Block
biomesoplenty:grass:6, Overgrown Netherrack
biomesoplenty:grass:7, Flowering Grass Block
biomesoplenty:grass:8, Mycelial Netherrack
biomesoplenty:dirt:8, Coarse Loamy Dirt
biomesoplenty:dirt:0, Loamy Dirt
biomesoplenty:dirt:9, Coarse Sandy Dirt
biomesoplenty:dirt:1, Sandy Dirt
biomesoplenty:dirt:10, Coarse Silty Dirt
biomesoplenty:dirt:2, Silty Dirt
biomesoplenty:grass_path:0, Loamy Grass Path
biomesoplenty:grass_path:1, Sandy Grass Path
biomesoplenty:grass_path:2, Silty Grass Path
biomesoplenty:farmland_0:0, Loamy Farmland
biomesoplenty:farmland_0:1, Sandy Farmland
biomesoplenty:farmland_1:0, Silty Farmland
biomesoplenty:white_sand:0, White Sand
biomesoplenty:white_sandstone:0, White Sandstone
biomesoplenty:white_sandstone:1, Chiseled White Sandstone
biomesoplenty:white_sandstone:2, Smooth White Sandstone
biomesoplenty:white_sandstone_stairs:0, White Sandstone Stairs
biomesoplenty:dried_sand:0, Dried Sand
biomesoplenty:hard_ice:0, Hardened Ice
biomesoplenty:ash_block:0, Ash Block
biomesoplenty:mud:0, Mud
biomesoplenty:flesh:0, Flesh
biomesoplenty:crystal:0, Celestial Crystal
biomesoplenty:biome_block:0, Biome Essence Ore
biomesoplenty:gem_ore:0, Ender Amethyst Ore
biomesoplenty:gem_ore:1, Ruby Ore
biomesoplenty:gem_ore:2, Peridot Ore
biomesoplenty:gem_ore:3, Topaz Ore
biomesoplenty:gem_ore:4, Tanzanite Ore
biomesoplenty:gem_ore:5, Malachite Ore
biomesoplenty:gem_ore:6, Sapphire Ore
biomesoplenty:gem_ore:7, Amber Ore
biomesoplenty:gem_block:0, Block of Amethyst
biomesoplenty:gem_block:1, Block of Ruby
biomesoplenty:gem_block:2, Block of Peridot
biomesoplenty:gem_block:3, Block of Topaz
biomesoplenty:gem_block:4, Block of Tanzanite
biomesoplenty:gem_block:5, Block of Malachite
biomesoplenty:gem_block:6, Block of Sapphire
biomesoplenty:gem_block:7, Block of Amber
biomesoplenty:hive:0, Hive Block
biomesoplenty:hive:1, Honeycomb Block
biomesoplenty:hive:2, Empty Honeycomb Block
biomesoplenty:hive:3, Filled Honeycomb Block
biomesoplenty:honey_block:0, Honey Block
biomesoplenty:blue_fire:0, Blue Fire
biomesoplenty:bamboo_thatching:0, Bamboo Thatching
biomesoplenty:mud_brick_block:0, Mud Bricks
biomesoplenty:mud_brick_stairs:0, Mud Bricks Stairs
biomesoplenty:other_slab:0, Mud Bricks Slab
biomesoplenty:other_slab:1, White Sandstone Slab
biomesoplenty:log_0:4, Sacred Oak Wood
biomesoplenty:log_0:5, Cherry Wood
biomesoplenty:log_0:6, Umbran Wood
biomesoplenty:log_0:7, Fir Wood
biomesoplenty:log_1:4, Ethereal Wood
biomesoplenty:log_1:5, Magic Wood
biomesoplenty:log_1:6, Mangrove Wood
biomesoplenty:log_1:7, Palm Wood
biomesoplenty:log_2:4, Redwood Wood
biomesoplenty:log_2:5, Willow Wood
biomesoplenty:log_2:6, Pine Wood
biomesoplenty:log_2:7, Hellbark Wood
biomesoplenty:log_3:4, Jacaranda Wood
biomesoplenty:log_3:5, Mahogany Wood
biomesoplenty:log_3:6, Ebony Wood
biomesoplenty:log_3:7, Eucalyptus Wood
biomesoplenty:log_4:4, Giant Flower Stem
biomesoplenty:log_4:5, Dead Wood
biomesoplenty:leaves_0:8, Yellow Autumn Leaves
biomesoplenty:leaves_0:9, Orange Autumn Leaves
biomesoplenty:leaves_0:10, Bamboo Leaves
biomesoplenty:leaves_0:11, Magic Leaves
biomesoplenty:leaves_1:8, Umbran Leaves
biomesoplenty:leaves_1:9, Dead Leaves
biomesoplenty:leaves_1:10, Fir Leaves
biomesoplenty:leaves_1:11, Ethereal Leaves
biomesoplenty:leaves_2:8, Origin Leaves
biomesoplenty:leaves_2:9, Pink Cherry Leaves
biomesoplenty:leaves_2:10, White Cherry Leaves
biomesoplenty:leaves_2:11, Maple Leaves
biomesoplenty:leaves_3:8, Hellbark Leaves
biomesoplenty:leaves_3:9, Flowering Oak Leaves
biomesoplenty:leaves_3:10, Jacaranda Leaves
biomesoplenty:leaves_3:11, Sacred Oak Leaves
biomesoplenty:leaves_4:8, Mangrove Leaves
biomesoplenty:leaves_4:9, Palm Leaves
biomesoplenty:leaves_4:10, Redwood Leaves
biomesoplenty:leaves_4:11, Willow Leaves
biomesoplenty:leaves_5:8, Pine Leaves
biomesoplenty:leaves_5:9, Mahogany Leaves
biomesoplenty:leaves_5:10, Ebony Leaves
biomesoplenty:leaves_5:11, Eucalyptus Leaves
biomesoplenty:leaves_6:8, Giant Red Flower Petal
biomesoplenty:leaves_6:9, Giant Yellow Flower Petal
biomesoplenty:planks_0:0, Sacred Oak Wood Planks
biomesoplenty:planks_0:1, Cherry Wood Planks
biomesoplenty:planks_0:2, Umbran Wood Planks
biomesoplenty:planks_0:3, Fir Wood Planks
biomesoplenty:planks_0:4, Ethereal Wood Planks
biomesoplenty:planks_0:5, Magic Wood Planks
biomesoplenty:planks_0:6, Mangrove Wood Planks
biomesoplenty:planks_0:7, Palm Wood Planks
biomesoplenty:planks_0:8, Redwood Wood Planks
biomesoplenty:planks_0:9, Willow Wood Planks
biomesoplenty:planks_0:10, Pine Wood Planks
biomesoplenty:planks_0:11, Hellbark Wood Planks
biomesoplenty:planks_0:12, Jacaranda Wood Planks
biomesoplenty:planks_0:13, Mahogany Wood Planks
biomesoplenty:planks_0:14, Ebony Wood Planks
biomesoplenty:planks_0:15, Eucalyptus Wood Planks
biomesoplenty:sacred_oak_stairs:0, Sacred Oak Wood Stairs
biomesoplenty:cherry_stairs:0, Cherry Wood Stairs
biomesoplenty:umbran_stairs:0, Umbran Wood Stairs
biomesoplenty:fir_stairs:0, Fir Wood Stairs
biomesoplenty:ethereal_stairs:0, Ethereal Wood Stairs
biomesoplenty:magic_stairs:0, Magic Wood Stairs
biomesoplenty:mangrove_stairs:0, Mangrove Wood Stairs
biomesoplenty:palm_stairs:0, Palm Wood Stairs
biomesoplenty:redwood_stairs:0, Redwood Wood Stairs
biomesoplenty:willow_stairs:0, Willow Wood Stairs
biomesoplenty:pine_stairs:0, Pine Wood Stairs
biomesoplenty:hellbark_stairs:0, Hellbark Wood Stairs
biomesoplenty:jacaranda_stairs:0, Jacaranda Wood Stairs
biomesoplenty:mahogany_stairs:0, Mahogany Wood Stairs
biomesoplenty:ebony_stairs:0, Ebony Wood Stairs
biomesoplenty:eucalyptus_stairs:0, Eucalyptus Wood Stairs
biomesoplenty:wood_slab_0:0, Sacred Oak Wood Slab
biomesoplenty:wood_slab_0:1, Cherry Wood Slab
biomesoplenty:wood_slab_0:2, Umbran Wood Slab
biomesoplenty:wood_slab_0:3, Fir Wood Slab
biomesoplenty:wood_slab_0:4, Ethereal Wood Slab
biomesoplenty:wood_slab_0:5, Magic Wood Slab
biomesoplenty:wood_slab_0:6, Mangrove Wood Slab
biomesoplenty:wood_slab_0:7, Palm Wood Slab
biomesoplenty:wood_slab_1:0, Redwood Wood Slab
biomesoplenty:wood_slab_1:1, Willow Wood Slab
biomesoplenty:wood_slab_1:2, Pine Wood Slab
biomesoplenty:wood_slab_1:3, Hellbark Wood Slab
biomesoplenty:wood_slab_1:4, Jacaranda Wood Slab
biomesoplenty:wood_slab_1:5, Mahogany Wood Slab
biomesoplenty:wood_slab_1:6, Ebony Wood Slab
biomesoplenty:wood_slab_1:7, Eucalyptus Wood Slab
biomesoplenty:sacred_oak_fence:0, Sacred Oak Fence
biomesoplenty:cherry_fence:0, Cherry Fence
biomesoplenty:umbran_fence:0, Umbran Fence
biomesoplenty:fir_fence:0, Fir Fence
biomesoplenty:ethereal_fence:0, Ethereal Fence
biomesoplenty:magic_fence:0, Magic Fence
biomesoplenty:mangrove_fence:0, Mangrove Fence
biomesoplenty:palm_fence:0, Palm Fence
biomesoplenty:redwood_fence:0, Redwood Fence
biomesoplenty:willow_fence:0, Willow Fence
biomesoplenty:pine_fence:0, Pine Fence
biomesoplenty:hellbark_fence:0, Hellbark Fence
biomesoplenty:jacaranda_fence:0, Jacaranda Fence
biomesoplenty:mahogany_fence:0, Mahogany Fence
biomesoplenty:ebony_fence:0, Ebony Fence
biomesoplenty:eucalyptus_fence:0, Eucalyptus Fence
biomesoplenty:sacred_oak_fence_gate:0, Sacred Oak Fence Gate
biomesoplenty:cherry_fence_gate:0, Cherry Fence Gate
biomesoplenty:umbran_fence_gate:0, Umbran Fence Gate
biomesoplenty:fir_fence_gate:0, Fir Fence Gate
biomesoplenty:ethereal_fence_gate:0, Ethereal Fence Gate
biomesoplenty:magic_fence_gate:0, Magic Fence Gate
biomesoplenty:mangrove_fence_gate:0, Mangrove Fence Gate
biomesoplenty:palm_fence_gate:0, Palm Fence Gate
biomesoplenty:redwood_fence_gate:0, Redwood Fence Gate
